#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
2410.0000002616066,-38113.78358117924,11168.624664034374,-26945.158917144865,298.25305246172724,23.3
2420.000000263644,-38112.008249394334,11366.409237902824,-26745.59901149151,303.8384954517155,23.3
2430.000000265681,-37347.72839946846,11278.562762654932,-26069.16563681353,301.8279292369579,23.3
2440.0000002677184,-38577.57389620019,10917.840748207926,-27659.733147992265,291.6956720397293,23.3
2450.0000002697557,-38405.89986299539,11205.669114661721,-27200.23074833367,299.802375055315,23.3
2460.000000271793,-38483.27481900969,11003.568684363983,-27479.706134645705,294.82040733666963,23.3
2470.00000027383,-38412.832905069845,11081.740662769662,-27331.092242300183,296.061549395496,23.3
2480.0000002758675,-38343.79921488126,11367.903121967078,-26975.896092914183,303.14639544094103,23.3
2490.0000002779047,-38209.822244199546,11213.731522945474,-26996.09072125407,299.2802643888887,23.3
2500.000000279942,-38298.156824498525,11106.789540696456,-27191.36728380207,295.80039941577036,23.3
2510.0000002819793,-38594.17805710893,10881.95819519238,-27712.219861916554,291.14387994318196,23.3
2520.0000002840166,-38258.11854310816,11139.423202793685,-27118.695340314476,297.26726856728504,23.3
2530.000000286054,-38192.410787386994,11297.785952438617,-26894.62483494838,301.78880070065475,23.3
2540.000000288091,-38403.60868514626,11198.191562314336,-27205.417122831925,299.5129100165341,23.3
2550.0000002901284,-38699.28645136116,11101.595666378447,-27597.69078498271,297.73914643767995,23.3
2560.0000002921656,-38138.52057598735,11301.430345455481,-26837.090230531867,302.0979941459143,23.3
2570.000000294203,-38150.23923257588,10949.138803653184,-27201.10042892269,293.30563697182424,23.3
2580.00000029624,-38258.013644803155,10968.170922993146,-27289.84272181001,292.9575646685053,23.3
2590.0000002982774,-38587.84663894806,10919.23222519431,-27668.61441375375,291.9514103747519,23.3
2600.0000003003147,-38510.30764142018,11099.98159072495,-27410.32605069523,296.7022147639944,23.3
2610.000000302352,-38517.90615775845,11338.804179728195,-27179.101978030256,303.22013059474733,23.3
2620.0000003043892,-38391.568270206524,11024.458933583175,-27367.109336623347,294.3413298420497,23.3
2630.0000003064265,-37991.08132352535,10952.1836472311,-27038.89767629425,292.44427597947254,23.3
2640.0000003084638,-38451.36072169554,11152.627834298546,-27298.732887396996,297.98963671210583,23.3
2650.000000310501,-38088.26089144812,11103.585931912996,-26984.67495953512,296.8801248746166,23.3
2660.0000003125383,-38076.577952942775,10889.88411258942,-27186.693840353357,291.0695508660512,23.3
2670.0000003145756,-38117.64821079385,11225.403153157593,-26892.245057636257,299.04629355312994,23.3
2680.000000316613,-38039.355527230895,11149.632478150292,-26889.723049080603,297.84140586570896,23.3
2690.00000031865,-38626.585424955076,11122.002805914914,-27504.582619040164,296.8990515575581,23.3
2700.0000003206874,-38015.17642834224,10860.623443532382,-27154.552984809856,289.39077065665265,23.3
2710.0000003227246,-38142.55423996056,11107.708605109032,-27034.845634851532,296.3101899222524,23.3
2720.000000324762,-38380.24795615412,10994.717703954771,-27385.530252199347,293.2707837063847,23.3
2730.000000326799,-38201.164804937245,11020.458376995533,-27180.70642794171,292.3752638257109,23.3
2740.0000003288364,-38568.23116372952,11356.847010572412,-27211.38415315711,302.7347362735813,23.3
2750.0000003308737,-38372.650145116924,11176.985238443644,-27195.66490667328,299.2481045170101,23.3
2760.000000332911,-37891.67297157316,11259.737476044711,-26631.93549552845,300.3524997653772,23.3
2770.0000003349483,-38704.684177950425,11123.77195293148,-27580.912225018947,297.6542374961414,23.3
2780.0000003369855,-38105.874675369996,11010.857366941489,-27095.017308428505,293.34763775981725,23.3
2790.000000339023,-38736.01357504589,10894.34601858219,-27841.667556463697,290.5881774036525,23.3
2800.00000034106,-38814.38827590694,11257.201896557426,-27557.186379349514,300.7303153077755,23.3
2810.0000003430973,-38357.00041757723,11021.389974063006,-27335.61044351422,293.0806315576056,23.3
2820.0000003451346,-38370.427116902,11165.863059352432,-27204.564057549567,298.28887003786474,23.3
2830.000000347172,-38687.09045770528,10789.442563433578,-27897.6478942717,288.6931883563592,23.3
2840.000000349209,-38013.165202162454,11137.355878095179,-26875.809324067275,296.98263315437134,23.3
2850.0000003512464,-38199.25023411385,11414.078976560928,-26785.171257552924,305.6566256414733,23.3
2860.0000003532837,-38626.5006156398,11226.326989033623,-27400.173626606178,299.03101537221903,23.3
2870.000000355321,-38171.79054128788,11231.537916931888,-26940.252624355995,300.17617295173244,23.3
2880.000000357358,-37969.25950650575,11256.669251389956,-26712.590255115792,300.6532386553578,23.3
2890.0000003593955,-38368.637268862956,10922.006280153415,-27446.63098870954,291.3274734864455,23.3
2900.0000003614327,-38355.54368709279,11171.93619699427,-27183.60749009852,297.9279700301668,23.3
2910.00000036347,-38488.89746038166,11102.705226403,-27386.19223397866,296.33535595291477,23.3
2920.0000003655073,-38434.452594259434,11232.028748526349,-27202.423845733087,299.09532575213603,23.3
