#"Step",  "Time (ps)",  "Potential Energy (kJ/mole)",  "Kinetic Energy (kJ/mole)",  "Total Energy (kJ/mole)",  "Temperature (K)",  "Speed (ns/day)"
7610000,  3805.0000005458055,  -34438.625913619064,  11277.116472022515,  -23161.50944159655,  301.87933076390385,  157
7620000,  3810.000000546824,  -33937.37417076221,  11075.65587930909,  -22861.718291453122,  296.29499307461816,  157
7630000,  3815.000000547843,  -34300.18413082589,  11354.87171046141,  -22945.312420364477,  303.55753888207647,  157
7640000,  3820.0000005488614,  -34298.570727676364,  10945.363171750814,  -23353.20755592555,  291.97475787973366,  157
7650000,  3825.00000054988,  -34357.984963579824,  11145.24465606024,  -23212.740307519583,  297.6172003801017,  157
7660000,  3830.0000005508987,  -34584.50203779864,  11182.446014459612,  -23402.056023339024,  299.043358039994,  157
7670000,  3835.0000005519173,  -34528.319435640835,  10933.054920394725,  -23595.264515246112,  291.7077552592171,  157
7680000,  3840.000000552936,  -34285.8735193874,  11228.014171449993,  -23057.85934793741,  300.54933024854796,  157
7690000,  3845.0000005539546,  -34284.54071429683,  11329.851864151524,  -22954.688850145307,  302.686467808987,  157
7700000,  3850.000000554973,  -33812.51624451326,  11095.571761253677,  -22716.944483259584,  295.8626976189368,  157
7710000,  3855.000000555992,  -34286.02729801889,  11188.745814347167,  -23097.281483671723,  299.057970684462,  157
7720000,  3860.0000005570105,  -34424.19477869582,  11384.3214866346,  -23039.873292061216,  304.96742301878305,  157
7730000,  3865.000000558029,  -34261.19495150374,  10993.814586242763,  -23267.38036526098,  295.2220997605068,  157
7740000,  3870.0000005590477,  -34151.43484398638,  11169.889835492391,  -22981.54500849399,  297.91490573552363,  157
7750000,  3875.0000005600664,  -34335.316470754246,  10957.758420963513,  -23377.558049790732,  292.9175809821877,  157
7760000,  3880.000000561085,  -34718.34468977848,  11298.353818299174,  -23419.990871479305,  302.33810543814076,  157
7770000,  3885.0000005621037,  -34507.1996272289,  11226.95459471427,  -23280.245032514635,  300.0724380081525,  157
7780000,  3890.0000005631223,  -34833.69789440841,  11241.409062037019,  -23592.288832371392,  301.4948785471537,  157
7790000,  3895.000000564141,  -34733.07904359036,  11134.542803669981,  -23598.53623992038,  297.702312948136,  157
7800000,  3900.0000005651596,  -34443.241254078246,  11038.714501851762,  -23404.526752226484,  294.6545374853509,  157
7810000,  3905.000000566178,  -34628.29140969699,  11012.649196622593,  -23615.642213074396,  294.2567917523368,  157
7820000,  3910.000000567197,  -35049.71903974832,  10913.592395357016,  -24136.126644391305,  292.5003181183286,  157
7830000,  3915.0000005682155,  -34958.290242301635,  11000.830818341357,  -23957.459423960277,  294.5989198327264,  157
7840000,  3920.000000569234,  -34585.22664705855,  10856.893363758789,  -23728.333283299762,  290.5319678169221,  157
7850000,  3925.0000005702527,  -34356.61426846389,  11376.065892819151,  -22980.54837564474,  304.5508081585827,  157
7860000,  3930.0000005712714,  -34223.94975925575,  10901.343195890284,  -23322.60656336547,  291.32871527819265,  157
7870000,  3935.00000057229,  -34416.16033184923,  11335.249505677668,  -23080.91082617156,  302.8604169226043,  157
7880000,  3940.0000005733086,  -34433.86383153348,  11070.595842749874,  -23363.26798878361,  296.5949734768285,  157
7890000,  3945.0000005743273,  -34975.46882740038,  11132.542052720246,  -23842.926774680134,  297.5294687539399,  157
7900000,  3950.000000575346,  -34290.7651181613,  10998.696498934763,  -23292.068619226535,  294.35798829343594,  157
7910000,  3955.0000005763645,  -34881.422015736694,  11092.17078045576,  -23789.251235280935,  297.55191480276847,  157
7920000,  3960.000000577383,  -33975.19051803286,  11148.530928229522,  -22826.65958980334,  298.0952104589353,  157
7930000,  3965.000000578402,  -34456.8310372556,  11359.21451657858,  -23097.61652067702,  303.5498414101005,  157
7940000,  3970.0000005794204,  -34077.79227516186,  11057.574312016788,  -23020.21796314507,  295.4151881647316,  157
7950000,  3975.000000580439,  -34427.25181386172,  10911.485840621704,  -23515.76597324002,  291.80469797656497,  157
7960000,  3980.0000005814577,  -34360.63662609805,  11270.887633375334,  -23089.748992722714,  300.4562913730307,  157
7970000,  3985.0000005824763,  -34645.071681977846,  11427.974429614498,  -23217.097252363346,  305.6870592531929,  157
7980000,  3990.000000583495,  -34298.60891781822,  11436.699265212668,  -22861.909652605555,  306.1397606090433,  157
7990000,  3995.0000005845136,  -34534.73554393948,  10869.346631648876,  -23665.388912290604,  290.982568225998,  157
8000000,  4000.0000005855322,  -34566.62258809947,  10911.932433702194,  -23654.690154397274,  291.82057162648755,  157
8010000,  4005.000000586551,  -35116.23601377176,  10917.866683490334,  -24198.369330281428,  292.1353683574651,  157
8020000,  4010.0000005875695,  -34629.10840505383,  11193.518705231729,  -23435.5896998221,  299.42052112535566,  157
8030000,  4015.000000588588,  -34040.16589787794,  10806.960860030555,  -23233.205037847383,  289.17222970763856,  157
8040000,  4020.0000005896068,  -34548.03477407613,  11119.667761356117,  -23428.36701272001,  297.76707075623295,  157
8050000,  4025.0000005906254,  -34461.39007722843,  11003.926904481408,  -23457.463172747026,  293.8363694433621,  157
8060000,  4030.000000591644,  -34271.865994182444,  11034.733675627933,  -23237.13231855451,  294.8122365933359,  157
8070000,  4035.0000005926627,  -34418.76101345915,  10897.941369367474,  -23520.81964409168,  291.2176413474288,  157
8080000,  4040.0000005936813,  -34584.58580800777,  11131.338637165773,  -23453.247170841994,  296.80044980137603,  157
8090000,  4045.0000005947,  -34576.049365395476,  10891.319852593118,  -23684.729512802358,  291.9529766769641,  157
8100000,  4050.0000005957186,  -34394.622532834284,  10948.235979824476,  -23446.38655300981,  292.6499721668371,  157
8110000,  4055.000000596737,  -34404.579626009916,  11008.229022452928,  -23396.350603556988,  294.60765708735386,  157
8120000,  4060.000000597756,  -34074.35299015119,  11188.337168608357,  -22886.01582154283,  299.8335698524022,  157
8130000,  4065.0000005987745,  -34533.287207691574,  11336.705846420851,  -23196.58136127072,  302.9084066655091,  157
8140000,  4070.000000599793,  -34485.937764724054,  10924.65711752981,  -23561.280647194246,  291.51317566003246,  157
8150000,  4075.0000006008117,  -34360.66277167649,  11510.51019605291,  -22850.152575623582,  307.6287680349889,  157
8160000,  4080.0000006018304,  -34746.934592764075,  11230.34114147186,  -23516.593451292218,  300.51397724672995,  157
8170000,  4085.000000602849,  -34567.409829297605,  11279.258598575161,  -23288.151230722444,  301.03447671341576,  157
8180000,  4090.0000006038676,  -34477.062737935405,  11118.871020990477,  -23358.19171694493,  296.64094090182385,  157
8190000,  4095.0000006048863,  -34644.45291160119,  11145.971794454774,  -23498.481117146417,  297.9421101764637,  157
8200000,  4100.0000006059045,  -34581.64043267221,  11234.283004001578,  -23347.357428670635,  300.4266227962443,  157
8210000,  4105.000000606923,  -34306.77028206259,  10890.473132773295,  -23416.297149289298,  291.30150288963154,  157
8220000,  4110.000000607942,  -34397.97425666751,  11101.38907015511,  -23296.585186512402,  297.3222241716226,  157
8230000,  4115.00000060896,  -34687.925937557186,  11109.863063109737,  -23578.06287444745,  296.8255544530867,  157
8240000,  4120.000000609979,  -34572.06396186128,  11152.537116768002,  -23419.526845093274,  297.5756680662223,  157
8250000,  4125.000000610998,  -34646.47135142544,  11218.58870794691,  -23427.88264347853,  299.0136173414299,  157
8260000,  4130.000000612016,  -34764.42574624692,  11183.548062812972,  -23580.877683433944,  299.5446157365921,  157
8270000,  4135.000000613035,  -34835.98976364732,  10869.119837971588,  -23966.86992567573,  290.03230191282154,  157
8280000,  4140.0000006140535,  -34558.33404481773,  11252.754967437626,  -23305.579077380105,  300.8926754716927,  157
8290000,  4145.000000615072,  -34500.61798993722,  10803.66095200506,  -23696.95703793216,  288.52083479537833,  157
8300000,  4150.000000616091,  -34246.988890774366,  11328.34032801756,  -22918.648562756804,  302.67248966419265,  157
8310000,  4155.000000617109,  -34656.0260699886,  11311.493790007824,  -23344.532279980776,  303.035076087185,  157
8320000,  4160.000000618128,  -34635.6676846632,  11020.326415916528,  -23615.341268746677,  294.743947790204,  157
8330000,  4165.000000619147,  -34843.67847363139,  11260.31719590734,  -23583.361277724052,  300.7400589710653,  157
8340000,  4170.000000620165,  -34493.532974536276,  11049.717114368997,  -23443.815860167277,  296.34744132507035,  157
8350000,  4175.000000621184,  -34540.54048185603,  10972.654595010905,  -23567.88588684512,  293.5855604396667,  157
8360000,  4180.000000622203,  -34557.8871650368,  11147.213466958521,  -23410.67369807828,  297.0210902866137,  157
8370000,  4185.000000623221,  -34757.52362699145,  11422.197284487773,  -23335.32634250368,  304.18428568367614,  157
8380000,  4190.00000062424,  -34763.129270668396,  11043.22001902134,  -23719.909251647055,  295.39102543255825,  157
8390000,  4195.0000006252585,  -34025.492475419946,  11109.535196634311,  -22915.957278785634,  297.17969684195003,  157
8400000,  4200.000000626277,  -34622.65885919128,  10977.538061296238,  -23645.12079789504,  293.6415999752221,  157
8410000,  4205.000000627296,  -34064.56302605535,  11171.49790589484,  -22893.065120160514,  299.22869986710464,  157
8420000,  4210.000000628314,  -34437.828718046614,  11113.507104363136,  -23324.321613683478,  298.3869117434347,  157
8430000,  4215.000000629333,  -34173.263424003686,  11207.109896096768,  -22966.153527906918,  299.7693385197294,  157
8440000,  4220.000000630352,  -34851.30064187428,  11060.039529146747,  -23791.261112727534,  295.27173153536086,  157
8450000,  4225.00000063137,  -34466.57450905575,  10968.661770146075,  -23497.912738909672,  293.67546237802713,  157
8460000,  4230.000000632389,  -34497.555488132035,  11262.26248007028,  -23235.293008061755,  300.900397081146,  157
8470000,  4235.000000633408,  -34697.7098628528,  10890.777524649304,  -23806.932338203493,  291.79451584058535,  157
8480000,  4240.000000634426,  -34738.12921261838,  11470.875868767605,  -23267.253343850778,  307.00724222303484,  157
8490000,  4245.000000635445,  -34468.893725452726,  10974.169570338872,  -23494.724155113854,  293.9011608239381,  157
8500000,  4250.0000006364635,  -34177.51055553152,  11340.887024094684,  -22836.62353143683,  302.5671316134762,  157
8510000,  4255.000000637482,  -34741.871737184745,  10839.879783267379,  -23901.991953917364,  289.784126987536,  157
8520000,  4260.000000638501,  -34613.976188836634,  10935.637089586322,  -23678.339099250312,  292.8258372993646,  157
8530000,  4265.000000639519,  -34660.66651448746,  11274.337471364035,  -23386.32904312342,  301.74468540186854,  157
8540000,  4270.000000640538,  -34413.564125798264,  10969.421032055798,  -23444.143093742467,  293.23655643806364,  157
8550000,  4275.000000641557,  -34407.58235145706,  11267.611233020389,  -23139.971118436668,  301.7741311687674,  157
8560000,  4280.000000642575,  -34873.62817182632,  11162.862572510741,  -23710.76559931558,  298.65671025100875,  157
8570000,  4285.000000643594,  -34061.10648425769,  10908.279622861874,  -23152.826861395813,  292.426335627105,  157
8580000,  4290.000000644613,  -34780.95179255166,  11093.374059773345,  -23687.577732778318,  296.38328364537364,  157
8590000,  4295.000000645631,  -34229.29406051508,  11024.68544434627,  -23204.608616168807,  294.30087668152925,  157
8600000,  4300.00000064665,  -34186.333732704414,  11043.439777704783,  -23142.89395499963,  294.44465533001414,  157
8610000,  4305.0000006476685,  -34343.78857760859,  11117.535657489088,  -23226.2529201195,  296.8700975275545,  157
8620000,  4310.000000648687,  -34723.61907658878,  11117.008202234163,  -23606.610874354617,  297.32962958191234,  157
8630000,  4315.000000649706,  -34270.36775184018,  11213.562470269235,  -23056.805281570945,  301.0594993124342,  157
8640000,  4320.000000650724,  -34257.496385432605,  11193.751119424289,  -23063.745266008315,  299.4816583567829,  157
8650000,  4325.000000651743,  -34323.51460980203,  11180.58325706235,  -23142.931352739677,  299.25427935540165,  157
8660000,  4330.000000652762,  -34766.59203587556,  11285.557795821278,  -23481.034240054283,  301.1669713338336,  157
8670000,  4335.00000065378,  -34823.91221287891,  11252.130537304249,  -23571.78167557466,  301.3235986956464,  157
8680000,  4340.000000654799,  -34748.13231480147,  11063.555398572928,  -23684.576916228543,  295.5929652505961,  157
8690000,  4345.0000006558175,  -34594.26085449,  10880.29747200228,  -23713.96338248772,  290.95625614896295,  157
8700000,  4350.000000656836,  -34660.81971127822,  11210.474344937187,  -23450.345366341033,  300.0658850911575,  157
8710000,  4355.000000657855,  -34241.90349105426,  11104.954767802015,  -23136.948723252244,  295.7185154834268,  157
8720000,  4360.000000658873,  -34844.230944069495,  11110.850478351915,  -23733.38046571758,  296.5886047697602,  157
8730000,  4365.000000659892,  -34392.21124174718,  11155.00542484932,  -23237.205816897862,  299.34189122855264,  157
8740000,  4370.000000660911,  -34688.00929342809,  11120.545046662866,  -23567.464246765223,  298.51086347647833,  157
8750000,  4375.000000661929,  -34529.854768984536,  10908.481188879327,  -23621.37358010521,  291.92527152047967,  157
8760000,  4380.000000662948,  -34449.265943442886,  11246.996894558573,  -23202.269048884315,  300.5915934010763,  157
8770000,  4385.000000663967,  -34705.09805219575,  11095.541304733022,  -23609.55674746273,  297.6282721103826,  157
8780000,  4390.000000664985,  -34225.11479159749,  11153.51183563072,  -23071.602955966766,  298.7894370644416,  157
8790000,  4395.000000666004,  -34460.14417353326,  10928.905489579523,  -23531.23868395374,  291.3731273357015,  157
8800000,  4400.0000006670225,  -34054.79786810587,  11074.854903184927,  -22979.94296492094,  296.68243557861075,  157
8810000,  4405.000000668041,  -34490.31900124945,  11215.278095596492,  -23275.04090565296,  299.09020422652145,  157
8820000,  4410.00000066906,  -34254.50490879586,  11254.544570764312,  -22999.96033803155,  300.8907484135047,  157
8830000,  4415.000000670078,  -34010.20597262069,  11124.336888945036,  -22885.869083675658,  297.28077983985435,  157
8840000,  4420.000000671097,  -34493.985470385436,  10659.842348622105,  -23834.14312176333,  284.77068719175736,  157
8850000,  4425.000000672116,  -34367.392409011816,  11201.268625724846,  -23166.12378328697,  300.0946131109172,  157
8860000,  4430.000000673134,  -34705.13974726878,  11072.742136115292,  -23632.39761115349,  296.22877079922677,  157
8870000,  4435.000000674153,  -34280.68677391569,  11134.386635133962,  -23146.300138781728,  297.46598183274995,  157
8880000,  4440.000000675172,  -34487.81948900868,  11395.017535370527,  -23092.801953638154,  305.04359810113704,  157
8890000,  4445.00000067619,  -34482.3061717488,  11416.859240282794,  -23065.44693146601,  305.42262152303266,  157
8900000,  4450.000000677209,  -34624.99894614723,  11094.385915241153,  -23530.613030906075,  296.23315897175416,  157
8910000,  4455.0000006782275,  -34397.39424056627,  11022.773329783708,  -23374.62091078256,  294.57985307372564,  157
8920000,  4460.000000679246,  -34398.80179519933,  10922.357614041797,  -23476.444181157534,  291.7642035164643,  157
8930000,  4465.000000680265,  -34599.15883489249,  11116.405579012802,  -23482.75325587969,  297.42060542937037,  157
8940000,  4470.000000681283,  -34340.42104872945,  11173.067128805029,  -23167.35391992442,  299.21691669237845,  157
8950000,  4475.000000682302,  -34343.24078240259,  11308.941340537587,  -23034.299441864998,  302.93207256278845,  157
8960000,  4480.000000683321,  -33705.47834771325,  11121.908915409642,  -22583.569432303608,  297.4456636906147,  157
8970000,  4485.000000684339,  -34618.14045930119,  11012.588707153905,  -23605.551752147287,  294.7773200362988,  157
8980000,  4490.000000685358,  -34218.43432285728,  11017.677086408383,  -23200.757236448902,  294.41011491804915,  157
8990000,  4495.000000686377,  -34751.06977138232,  11356.668082669667,  -23394.40168871265,  303.80566254619885,  157
9000000,  4500.000000687395,  -34626.35560998722,  11238.12786240874,  -23388.22774757848,  299.814714533868,  157
9010000,  4505.000000688414,  -34645.53444734812,  11011.41715395509,  -23634.11729339303,  295.3431464928655,  157
9020000,  4510.000000689432,  -34542.20029963944,  11269.945701434726,  -23272.25459820471,  301.17411098782816,  157
9030000,  4515.000000690451,  -34652.766656805295,  11264.034291289796,  -23388.732365515498,  301.279302918493,  157
9040000,  4520.00000069147,  -34582.65221399991,  10737.176653580853,  -23845.475560419054,  286.9236591167376,  157
9050000,  4525.000000692488,  -34239.93928532638,  11076.940983888031,  -23162.998301438347,  296.2177473933466,  157
9060000,  4530.000000693507,  -34358.80492767542,  11385.073871976792,  -22973.731055698627,  304.6887424413668,  157
9070000,  4535.000000694526,  -34387.29452214075,  11525.71449885981,  -22861.58002328094,  307.71411021473534,  157
9080000,  4540.000000695544,  -34276.65813022566,  11121.745857754142,  -23154.91227247152,  297.56760963487955,  157
9090000,  4545.000000696563,  -34422.96912798272,  11211.998584111812,  -23210.970543870906,  299.6779174698181,  157
9100000,  4550.0000006975815,  -34790.41833137645,  11137.087245243425,  -23653.331086133025,  298.301668099064,  157
9110000,  4555.0000006986,  -34995.92059933603,  11060.715344304675,  -23935.205255031353,  295.37332644928506,  157
9120000,  4560.000000699619,  -34977.28807922097,  11031.738043211753,  -23945.550036009216,  294.2887553856321,  157
9130000,  4565.000000700637,  -34340.69956854791,  11175.680334555891,  -23165.01923399202,  298.99995762114605,  157
9140000,  4570.000000701656,  -34347.32630907516,  11030.869114989659,  -23316.4571940855,  294.3567939717134,  157
9150000,  4575.000000702675,  -34206.78967864894,  11171.81107650209,  -23034.978602146846,  298.74615335570854,  157
9160000,  4580.000000703693,  -34659.898444123006,  10872.99202524516,  -23786.906418877847,  291.03780295718093,  157
9170000,  4585.000000704712,  -34466.541730927784,  11184.265409637988,  -23282.276321289795,  299.3845326020639,  157
9180000,  4590.000000705731,  -34111.64278199494,  11124.316970868389,  -22987.32581112655,  296.46735884922373,  157
9190000,  4595.000000706749,  -34887.71990028948,  11174.814210043724,  -23712.905690245752,  299.0120374462455,  157
9200000,  4600.000000707768,  -34592.37394932732,  11059.57015732911,  -23532.80379199821,  295.9928967057573,  157
9210000,  4605.0000007087865,  -34357.75763090941,  11172.575148425101,  -23185.182482484306,  298.34728377375757,  157
9220000,  4610.000000709805,  -34344.19353940949,  11138.050062448952,  -23206.14347696054,  298.6094080756911,  157
9230000,  4615.000000710824,  -34583.892275861625,  10923.414346665428,  -23660.477929196197,  292.3964984094522,  157
9240000,  4620.000000711842,  -34447.16244607437,  11187.49802954862,  -23259.66441652575,  299.1956108222831,  157
9250000,  4625.000000712861,  -34606.470522300806,  11016.960315165057,  -23589.510207135747,  295.2595342146789,  157
9260000,  4630.00000071388,  -34504.536620680316,  11239.950161493898,  -23264.586459186416,  300.03051872528255,  157
9270000,  4635.000000714898,  -34311.436185823615,  11142.160406725776,  -23169.27577909784,  299.14209656242235,  157
9280000,  4640.000000715917,  -35080.133604481634,  11207.85940610005,  -23872.274198381587,  299.4143786854313,  157
9290000,  4645.000000716936,  -34910.59830551154,  11410.96066321362,  -23499.637642297923,  304.1636251886191,  157
9300000,  4650.000000717954,  -34424.00189560829,  11017.707687153736,  -23406.294208454558,  294.79978553295325,  157
9310000,  4655.000000718973,  -34594.55424821222,  10897.792969448676,  -23696.761278763544,  291.61361005413704,  157
9320000,  4660.0000007199915,  -34119.08751898688,  10928.093280115741,  -23190.994238871142,  292.8853698118078,  157
9330000,  4665.00000072101,  -34765.28031702867,  10890.581681960623,  -23874.69863506805,  290.97183730339617,  157
9340000,  4670.000000722029,  -34905.424062350496,  11177.32845126121,  -23728.095611089288,  298.8328786900044,  157
9350000,  4675.000000723047,  -34634.67719168056,  11169.685606003966,  -23464.991585676595,  298.9056770968195,  157
9360000,  4680.000000724066,  -34047.17756192887,  10972.200273749582,  -23074.977288179285,  293.7485719201577,  157
9370000,  4685.000000725085,  -34190.280492587444,  11115.841298953132,  -23074.439193634313,  297.8484770020711,  157
9380000,  4690.000000726103,  -34393.75206365226,  11168.660324108932,  -23225.091739543328,  298.51795238391077,  157
9390000,  4695.000000727122,  -34805.73798638288,  11101.484274247476,  -23704.253712135407,  297.0223426045972,  157
9400000,  4700.000000728141,  -34555.494842590975,  11065.56295471083,  -23489.931887880146,  295.79117141557464,  157
9410000,  4705.000000729159,  -34288.50313721479,  10927.246573283172,  -23361.256563931624,  292.8018932950162,  157
9420000,  4710.000000730178,  -34551.336641907554,  10880.368182376445,  -23670.96845953111,  290.7577340030487,  157
9430000,  4715.000000731196,  -34802.67616364932,  11321.7279414079,  -23480.948222241415,  302.3390079882225,  157
9440000,  4720.000000732215,  -34278.2906146509,  11098.49299221668,  -23179.79762243422,  296.5645228287344,  157
9450000,  4725.000000733234,  -34346.400561288116,  11348.576454492922,  -22997.824106795193,  303.2379957541804,  157
9460000,  4730.000000734252,  -34186.36868109711,  11386.100363125966,  -22800.268317971146,  304.8879119229231,  157
9470000,  4735.000000735271,  -34467.551930445064,  11184.321427046192,  -23283.230503398874,  299.40202178296704,  157
9480000,  4740.00000073629,  -34664.387736718796,  10881.671395301584,  -23782.71634141721,  291.55778193533473,  157
9490000,  4745.000000737308,  -34533.2392444313,  11184.903050224488,  -23348.336194206815,  299.00769113039513,  157
9500000,  4750.000000738327,  -34834.13428101109,  11222.383227672419,  -23611.751053338667,  300.58714616651935,  157
9510000,  4755.0000007393455,  -34408.806388004065,  11494.422530378888,  -22914.383857625176,  307.2389561228059,  157
9520000,  4760.000000740364,  -34534.96237355122,  11444.863941001826,  -23090.098432549396,  306.3626123195117,  157
9530000,  4765.000000741383,  -34045.99044137237,  11112.36957588896,  -22933.62086548341,  297.2768674409122,  157
9540000,  4770.000000742401,  -34653.353106238515,  10946.23957236594,  -23707.113533872576,  293.00476374497003,  157
9550000,  4775.00000074342,  -34452.93971030761,  11099.518741451913,  -23353.4209688557,  296.56186062819324,  157
9560000,  4780.000000744439,  -34744.31511857539,  11109.67295404199,  -23634.642164533398,  297.50322936826296,  157
9570000,  4785.000000745457,  -34280.70044048011,  11099.435125733798,  -23181.265314746313,  296.17129915942485,  157
9580000,  4790.000000746476,  -34621.47552927295,  11006.928172823651,  -23614.5473564493,  294.77037582773266,  157
9590000,  4795.000000747495,  -34352.91221525261,  11202.611465243104,  -23150.300750009505,  299.0503899498454,  157
9600000,  4800.000000748513,  -34652.98984446024,  10914.304932052477,  -23738.68491240776,  291.6928483576117,  157
9610000,  4805.000000749532,  -34384.04937664572,  11110.080026754109,  -23273.969349891613,  297.04589158707944,  157
9620000,  4810.0000007505505,  -34657.34596558811,  10954.148088903861,  -23703.197876684248,  292.30898614451064,  157
9630000,  4815.000000751569,  -34098.258005176154,  11001.38144387122,  -23096.876561304933,  294.41404540890437,  157
9640000,  4820.000000752588,  -34688.06372191898,  11279.958575331926,  -23408.105146587055,  301.399875468476,  157
9650000,  4825.000000753606,  -34364.268948928024,  10726.33487015141,  -23637.934078776612,  287.0840968624524,  157
9660000,  4830.000000754625,  -34755.084056109714,  11180.377597441608,  -23574.706458668108,  299.87954630388157,  157
9670000,  4835.000000755644,  -34382.85844857293,  10987.77190024455,  -23395.086548328378,  294.2144705926942,  157
9680000,  4840.000000756662,  -34260.368965940936,  10677.72395214144,  -23582.645013799498,  285.84300742992724,  157
9690000,  4845.000000757681,  -34755.62652229952,  11223.114710704058,  -23532.51181159546,  299.9636742078734,  157
9700000,  4850.0000007587,  -34560.84905554303,  10922.78318381795,  -23638.065871725084,  291.86845932155177,  157
9710000,  4855.000000759718,  -34551.26302063841,  11256.5285186894,  -23294.734501949013,  300.1488274453506,  157
9720000,  4860.000000760737,  -34615.36204952344,  10868.990773846097,  -23746.371275677346,  290.5729125744156,  157
9730000,  4865.0000007617555,  -34389.29990368672,  11102.529331424888,  -23286.77057226183,  296.08405029260496,  157
9740000,  4870.000000762774,  -34135.427171024014,  10856.486264485993,  -23278.94090653802,  289.495527806366,  157
9750000,  4875.000000763793,  -34173.79410341949,  11209.292589956707,  -22964.501513462783,  299.78995988712,  157
9760000,  4880.000000764811,  -34758.66299109001,  11276.82288831602,  -23481.84010277399,  301.0472638703745,  157
9770000,  4885.00000076583,  -34814.91727368591,  11018.69925358097,  -23796.21802010494,  295.2141712800967,  157
9780000,  4890.000000766849,  -34538.04289549308,  10818.875727571702,  -23719.167167921383,  289.4530597191003,  157
9790000,  4895.000000767867,  -34209.599988533504,  11089.682069150516,  -23119.917919382988,  296.9485701555111,  157
9800000,  4900.000000768886,  -34977.1139229326,  11104.49042680363,  -23872.62349612897,  296.0063646555629,  157
9810000,  4905.000000769905,  -34314.5525515403,  11117.980574501295,  -23196.571977039006,  297.50128038808583,  157
9820000,  4910.000000770923,  -34422.21677179438,  11179.107286038474,  -23243.109485755907,  298.7326128230596,  157
9830000,  4915.000000771942,  -34535.987870418714,  10973.949232793953,  -23562.038637624762,  292.66431097569944,  157
9840000,  4920.00000077296,  -34219.33802296132,  11384.970372633963,  -22834.367650327353,  304.2275105411381,  157
9850000,  4925.000000773979,  -34478.09708924428,  11333.168530483008,  -23144.92855876127,  303.42242242326466,  157
9860000,  4930.000000774998,  -34347.409035637844,  11318.668288566882,  -23028.740747070962,  302.7890188434235,  157
9870000,  4935.000000776016,  -34316.96737627386,  11262.447835114559,  -23054.5195411593,  301.35753073026297,  157
9880000,  4940.000000777035,  -35062.42760783392,  11166.948956834172,  -23895.478650999743,  298.9553096528974,  157
9890000,  4945.000000778054,  -34753.728451363284,  11254.732254363698,  -23498.996196999586,  301.40419107828745,  157
9900000,  4950.000000779072,  -35064.86745659865,  11190.128022187248,  -23874.739434411404,  299.2765991873797,  157
9910000,  4955.000000780091,  -34743.55802299652,  11240.44873303587,  -23503.109289960652,  300.2896840890026,  157
9920000,  4960.0000007811095,  -34721.18440977377,  11473.840857438421,  -23247.343552335347,  307.9189221615763,  157
9930000,  4965.000000782128,  -34535.41579569562,  11309.110473237313,  -23226.305322458305,  302.4168384906229,  157
9940000,  4970.000000783147,  -34444.87794770019,  10972.65119116918,  -23472.22675653101,  293.3286859843218,  157
9950000,  4975.000000784165,  -34812.87197540522,  11192.65786040924,  -23620.214114995983,  299.75951337703196,  157
9960000,  4980.000000785184,  -35156.27440360011,  10811.06234301514,  -24345.21206058497,  287.7414570371321,  157
9970000,  4985.000000786203,  -34445.669495982555,  11029.676086257132,  -23415.993409725423,  295.2402098766406,  157
9980000,  4990.000000787221,  -34869.011423588265,  11006.920315983522,  -23862.09110760474,  294.3263022808186,  157
9990000,  4995.00000078824,  -35037.59057361138,  11449.101358978302,  -23588.489214633075,  306.43677736652455,  157
10000000,  5000.000000789259,  -34471.750965265695,  11046.25191730768,  -23425.499047958016,  294.8259017800096,  157
10010000,  5005.000000790277,  -34402.049172014194,  11093.113596676942,  -23308.93557533725,  296.12391033746997,  157
10020000,  5010.000000791296,  -34324.197232971856,  10720.598376090571,  -23603.598856881283,  286.3421337240028,  157
10030000,  5015.0000007923145,  -34310.25312220554,  11484.202633237703,  -22826.050488967838,  306.8609288357144,  157
10040000,  5020.000000793333,  -34291.608383572886,  10997.728454787262,  -23293.879928785624,  294.17201514420276,  157
10050000,  5025.000000794352,  -34325.16031735173,  11273.214161863665,  -23051.94615548806,  301.6723341421708,  157
10060000,  5030.00000079537,  -34244.140751056846,  11143.372867708676,  -23100.76788334817,  297.9441458265572,  157
10070000,  5035.000000796389,  -33854.15774648391,  11131.234817725917,  -22722.922928757987,  297.34025302947964,  157
10080000,  5040.000000797408,  -34299.331491431796,  11105.560073710696,  -23193.771417721102,  295.7649962698171,  157
10090000,  5045.000000798426,  -34483.18909963621,  11324.108032078257,  -23159.081067557956,  303.8994349740641,  157
10100000,  5050.000000799445,  -34274.9930727517,  11221.24759372837,  -23053.745479023328,  300.03724596086727,  157
10110000,  5055.000000800464,  -34550.73456471407,  11021.634632478366,  -23529.099932235702,  295.15664391538314,  157
10120000,  5060.000000801482,  -34089.03803803714,  11204.410167063053,  -22884.627870974087,  299.3026194067698,  157
10130000,  5065.000000802501,  -34599.784515148065,  11466.371743433849,  -23133.41277171422,  307.8233014990799,  157
10140000,  5070.0000008035195,  -34262.06005772108,  11285.646210348272,  -22976.41384737281,  301.281996213979,  157
10150000,  5075.000000804538,  -34339.81224924699,  11301.339769982978,  -23038.47247926401,  302.0465843519428,  157
10160000,  5080.000000805557,  -33938.2917876995,  11158.51792248901,  -22779.77386521049,  298.5842261260206,  157
10170000,  5085.000000806575,  -35042.62676525325,  11094.274432020316,  -23948.35233323293,  296.68349577517205,  157
